property_id,city,locality,pincode,city_tier,tier,property_type,metro_distance_km,bhk,carpet_area_sqft,age_years,builder,builder_score,builder_tier,rera_registered,rera_number,num_amenities,amenities,circle_rate_per_sqft,price_per_sqft,total_price,asking_price_per_sqft,asking_total_price,stamp_duty_pct,stamp_duty_amt,registration_charge_amt,monthly_rent_est,monthly_rent_asking,rental_yield_pct,vastu_compliant,gated_community,rentable
101032,Bangalore,Koramangala,560034,Tier1,premium,Apartment,0.51,3,891.2,9,Regional Builders Ltd,0.5,Tier3,0,,10,"Visitor Parking, Swimming Pool, Gymnasium, Lift, Jogging Track, Landscaped Garden, 24/7 Security, Power Backup, Clubhouse, Children's Play Area",17309.0,23236.0,20709072.0,25132.0,22398461.0,0.055,1138999.0,30000.0,25186.0,24284.0,1.46,0,1,1
101033,Bangalore,Koramangala,560034,Tier1,premium,Apartment,0.9,2,1162.0,3,DLF Ltd,0.92,Tier1,1,PREG59605,4,"Children's Play Area, Jogging Track, Visitor Parking, Indoor Games Room",18532.0,25009.0,29061194.0,25250.0,29342218.0,0.055,1598366.0,30000.0,56294.0,55279.0,2.32,1,0,1
101034,Bangalore,Koramangala,560034,Tier1,premium,Apartment,0.57,2,750.3,3,Lodha Group,0.95,Tier1,1,PREG91600,3,"Clubhouse, Gymnasium, Visitor Parking",14969.0,18902.0,14182982.0,20873.0,15661963.0,0.055,780064.0,30000.0,24386.0,26394.0,2.06,1,0,1
101035,Bangalore,Koramangala,560034,Tier1,premium,Villa,0.57,4,3455.0,10,Regional Builders Ltd,0.5,Tier3,0,,12,"24/7 Security, Jogging Track, Power Backup, Gymnasium, Clubhouse, Lift, Visitor Parking, Swimming Pool, Indoor Games Room, Landscaped Garden, Children's Play Area, CCTV",18251.0,31474.0,108742630.0,34280.0,118437268.0,0.055,5980845.0,30000.0,194307.0,210558.0,2.14,1,1,1
101036,Bangalore,Koramangala,560034,Tier1,premium,Apartment,0.75,2,656.7,15,Puravankara,0.8,Tier2,1,PREG74034,4,"24/7 Security, Children's Play Area, Clubhouse, Jogging Track",16601.0,20641.0,13554630.0,22559.0,14814544.0,0.055,745505.0,30000.0,24084.0,23397.0,2.13,0,0,1
101037,Bangalore,Koramangala,560034,Tier1,premium,Independent House,0.93,4,1724.1,4,Prestige Group,0.92,Tier1,1,PREG88109,0,,18381.0,25540.0,44034498.0,26665.0,45972972.0,0.055,2421897.0,30000.0,81990.0,82642.0,2.23,1,0,1
101038,Bangalore,Koramangala,560034,Tier1,premium,Apartment,0.91,2,965.5,23,Puravankara,0.8,Tier2,1,PREG26710,8,"Jogging Track, Landscaped Garden, Clubhouse, Children's Play Area, Lift, 24/7 Security, CCTV, Gymnasium",15411.0,18678.0,18032752.0,19159.0,18497320.0,0.055,991801.0,30000.0,20953.0,20198.0,1.39,1,1,1
101039,Bangalore,Koramangala,560034,Tier1,premium,Apartment,0.77,1,928.7,10,Kolte-Patil,0.82,Tier2,1,PREG11388,12,"Gymnasium, 24/7 Security, Visitor Parking, Power Backup, Children's Play Area, CCTV, Clubhouse, Landscaped Garden, Jogging Track, Swimming Pool, Indoor Games Room, Lift",19353.0,28757.0,26705879.0,28005.0,26008182.0,0.055,1468823.0,30000.0,40605.0,41217.0,1.82,1,1,1
101040,Bangalore,Koramangala,560034,Tier1,premium,Row House,0.76,3,1906.3,23,Regional Builders Ltd,0.5,Tier3,1,PREG38543,1,Landscaped Garden,18774.0,23501.0,44799733.0,23484.0,44767664.0,0.055,2463985.0,30000.0,75175.0,77504.0,2.01,1,0,1
101041,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.4,2,758.7,8,Runwal Group,0.78,Tier2,1,PREG97103,12,"Indoor Games Room, Visitor Parking, Children's Play Area, 24/7 Security, Lift, Swimming Pool, Clubhouse, Power Backup, Jogging Track, Landscaped Garden, CCTV, Gymnasium",10456.0,15534.0,11785267.0,17000.0,12897815.0,0.055,648190.0,30000.0,26642.0,27926.0,2.71,0,1,1
101042,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.41,2,688.4,11,Local Developer Co,0.55,Tier3,0,,4,"Landscaped Garden, Indoor Games Room, 24/7 Security, Clubhouse",12057.0,14125.0,9722879.0,14274.0,9825610.0,0.055,534758.0,30000.0,20580.0,21297.0,2.54,1,0,1
101043,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.36,3,2807.5,12,Runwal Group,0.78,Tier2,1,PREG57486,0,,13995.0,17845.0,50098126.0,17858.0,50135653.0,0.055,2755397.0,30000.0,88435.0,94460.0,2.12,1,0,1
101044,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.49,3,2107.0,23,Regional Builders Ltd,0.5,Tier3,0,,0,,9592.0,11471.0,24169883.0,11852.0,24971915.0,0.055,1329344.0,30000.0,54329.0,59197.0,2.7,1,0,1
101045,Bangalore,HSR Layout,560102,Tier1,mid-premium,Row House,1.59,3,2002.9,20,Puravankara,0.8,Tier2,1,PREG30775,1,Landscaped Garden,11695.0,15958.0,31963371.0,17253.0,34556507.0,0.055,1757985.0,30000.0,69802.0,72893.0,2.62,1,0,1
101046,Bangalore,HSR Layout,560102,Tier1,mid-premium,Villa,1.28,3,4144.2,21,Godrej Properties,0.93,Tier1,1,PREG84967,3,"Gymnasium, Power Backup, Indoor Games Room",11066.0,19676.0,81540956.0,21585.0,89452432.0,0.055,4484753.0,30000.0,157550.0,162079.0,2.32,0,0,1
101047,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.51,2,1175.1,0,Runwal Group,0.78,Tier2,1,PREG62890,6,"CCTV, Lift, Indoor Games Room, Visitor Parking, Landscaped Garden, Jogging Track",12255.0,18422.0,21647580.0,20028.0,23534926.0,0.055,1190617.0,30000.0,37765.0,39130.0,2.09,1,1,1
101048,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.61,3,1020.5,8,Oberoi Realty,0.9,Tier1,1,PREG46642,11,"Indoor Games Room, Swimming Pool, Clubhouse, Power Backup, Landscaped Garden, Jogging Track, CCTV, Lift, Gymnasium, 24/7 Security, Children's Play Area",10920.0,16603.0,16944263.0,18286.0,18662134.0,0.055,931934.0,30000.0,37810.0,37566.0,2.68,1,1,1
101049,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.11,3,607.6,14,Oberoi Realty,0.9,Tier1,1,PREG40338,6,"Visitor Parking, Jogging Track, 24/7 Security, Gymnasium, Lift, Landscaped Garden",13105.0,16380.0,9951992.0,17696.0,10751159.0,0.055,547360.0,30000.0,15584.0,16402.0,1.88,1,1,1
101050,Bangalore,HSR Layout,560102,Tier1,mid-premium,Plot/Land,1.38,0,1309.0,0,Individual/Land Owner,0.6,Tier3,0,,0,,10625.0,7900.0,10341301.0,8309.0,10876966.0,0.055,568772.0,30000.0,0.0,0.0,0.0,0,0,0
101051,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.32,3,1126.4,3,Sobha Ltd,0.91,Tier1,1,PREG96449,12,"24/7 Security, Landscaped Garden, Lift, Swimming Pool, Gymnasium, CCTV, Children's Play Area, Jogging Track, Indoor Games Room, Power Backup, Clubhouse, Visitor Parking",13016.0,19228.0,21657522.0,18725.0,21091418.0,0.055,1191164.0,30000.0,45030.0,44818.0,2.5,1,1,1
101052,Bangalore,HSR Layout,560102,Tier1,mid-premium,Penthouse,1.54,3,2213.5,2,Sobha Ltd,0.91,Tier1,1,PREG80102,5,"24/7 Security, Indoor Games Room, Clubhouse, Landscaped Garden, Children's Play Area",12810.0,28189.0,62396490.0,31415.0,69536913.0,0.055,3431807.0,30000.0,94891.0,98640.0,1.82,1,0,1
101053,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.33,3,989.9,20,Prestige Group,0.92,Tier1,1,PREG80722,10,"Children's Play Area, Landscaped Garden, Lift, Clubhouse, Power Backup, Gymnasium, Swimming Pool, Jogging Track, Indoor Games Room, 24/7 Security",12419.0,17840.0,17659205.0,18467.0,18279598.0,0.055,971256.0,30000.0,41723.0,42410.0,2.84,1,1,1
101054,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.2,3,1272.7,3,Puravankara,0.8,Tier2,1,PREG70895,3,"Indoor Games Room, Lift, Gymnasium",11395.0,15932.0,20276269.0,15906.0,20242977.0,0.055,1115195.0,30000.0,38397.0,40969.0,2.27,0,0,1
101055,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.39,2,677.8,9,Prestige Group,0.92,Tier1,1,PREG66247,5,"Jogging Track, Gymnasium, Swimming Pool, Indoor Games Room, CCTV",10869.0,16280.0,11034341.0,16769.0,11365701.0,0.055,606889.0,30000.0,24294.0,23525.0,2.64,1,0,1
101056,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.5,3,2381.0,15,Puravankara,0.8,Tier2,1,PREG18431,2,"Visitor Parking, Swimming Pool",9512.0,14300.0,34047863.0,14406.0,34300510.0,0.055,1872632.0,30000.0,84659.0,82858.0,2.98,1,0,1
101057,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.46,4,1417.2,21,Puravankara,0.8,Tier2,1,PREG81578,2,"Power Backup, Clubhouse",10299.0,14895.0,21109457.0,15364.0,21773431.0,0.055,1161020.0,30000.0,50417.0,55315.0,2.87,0,0,1
101058,Bangalore,HSR Layout,560102,Tier1,mid-premium,Plot/Land,1.45,0,2683.3,0,Individual/Land Owner,0.6,Tier3,0,,0,,10261.0,7441.0,19967333.0,7850.0,21062802.0,0.055,1098203.0,30000.0,0.0,0.0,0.0,1,0,0
101059,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.35,3,1032.7,1,DLF Ltd,0.92,Tier1,1,PREG60132,10,"Visitor Parking, Swimming Pool, 24/7 Security, Gymnasium, Lift, Clubhouse, CCTV, Indoor Games Room, Landscaped Garden, Power Backup",11678.0,18418.0,19020759.0,18216.0,18811794.0,0.055,1046142.0,30000.0,34879.0,35499.0,2.2,1,1,1
101060,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.57,3,2869.6,13,Sobha Ltd,0.91,Tier1,1,PREG41438,0,,10634.0,14719.0,42237956.0,14729.0,42265255.0,0.055,2323088.0,30000.0,55379.0,54658.0,1.57,1,0,1
101061,Bangalore,HSR Layout,560102,Tier1,mid-premium,Penthouse,1.72,4,3499.3,4,Prestige Group,0.92,Tier1,1,PREG67549,7,"Power Backup, CCTV, 24/7 Security, Clubhouse, Gymnasium, Landscaped Garden, Visitor Parking",13869.0,31199.0,109173111.0,30939.0,108263207.0,0.055,6004521.0,30000.0,255248.0,276175.0,2.81,1,1,1
101062,Bangalore,HSR Layout,560102,Tier1,mid-premium,Row House,1.35,3,1712.3,4,Kolte-Patil,0.82,Tier2,1,PREG73407,0,,11765.0,16643.0,28499380.0,17224.0,29493378.0,0.055,1567466.0,30000.0,59905.0,57957.0,2.52,0,0,1
101063,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.37,3,1038.0,11,Oberoi Realty,0.9,Tier1,1,PREG76143,11,"Visitor Parking, CCTV, 24/7 Security, Swimming Pool, Clubhouse, Landscaped Garden, Children's Play Area, Power Backup, Indoor Games Room, Gymnasium, Lift",13314.0,18891.0,19609812.0,19992.0,20752639.0,0.055,1078540.0,30000.0,46246.0,46947.0,2.83,1,1,1
101064,Bangalore,HSR Layout,560102,Tier1,mid-premium,Studio/1RK,1.61,1,410.3,18,Prestige Group,0.92,Tier1,1,PREG62754,10,"Visitor Parking, Children's Play Area, 24/7 Security, Clubhouse, Indoor Games Room, Gymnasium, Swimming Pool, Power Backup, Lift, Jogging Track",10929.0,16214.0,6652210.0,15774.0,6472062.0,0.055,365872.0,30000.0,15911.0,16522.0,2.87,1,1,1
101065,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.26,3,1001.5,5,Sobha Ltd,0.91,Tier1,1,PREG12115,10,"24/7 Security, Gymnasium, Swimming Pool, Indoor Games Room, Landscaped Garden, Visitor Parking, CCTV, Children's Play Area, Jogging Track, Clubhouse",12748.0,18900.0,18927929.0,20095.0,20124426.0,0.055,1041036.0,30000.0,31758.0,32665.0,2.01,0,1,1
101066,Bangalore,HSR Layout,560102,Tier1,mid-premium,Penthouse,1.55,3,3386.2,11,Regional Builders Ltd,0.5,Tier3,0,,12,"Swimming Pool, Indoor Games Room, 24/7 Security, Visitor Parking, CCTV, Power Backup, Gymnasium, Children's Play Area, Jogging Track, Clubhouse, Landscaped Garden, Lift",11131.0,25607.0,86709869.0,26629.0,90169489.0,0.055,4769043.0,30000.0,167701.0,165209.0,2.32,0,1,1
101067,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.38,3,579.8,6,Regional Builders Ltd,0.5,Tier3,1,PREG56458,12,"Clubhouse, 24/7 Security, Lift, Landscaped Garden, Power Backup, Visitor Parking, CCTV, Children's Play Area, Jogging Track, Gymnasium, Swimming Pool, Indoor Games Room",13484.0,18488.0,10718802.0,19343.0,11214419.0,0.055,589534.0,30000.0,23424.0,23875.0,2.62,0,1,1
101068,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.08,3,1766.2,16,Regional Builders Ltd,0.5,Tier3,1,PREG34704,2,"Visitor Parking, CCTV",11269.0,14404.0,25440981.0,14555.0,25706854.0,0.055,1399254.0,30000.0,55999.0,56112.0,2.64,0,0,1
101069,Bangalore,HSR Layout,560102,Tier1,mid-premium,Row House,1.53,3,1692.3,17,Runwal Group,0.78,Tier2,1,PREG33954,0,,10454.0,13821.0,23390436.0,13787.0,23332303.0,0.055,1286474.0,30000.0,41544.0,40580.0,2.13,0,0,1
101070,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.19,3,712.5,12,Prestige Group,0.92,Tier1,1,PREG82462,9,"Gymnasium, Children's Play Area, Jogging Track, Clubhouse, Indoor Games Room, Power Backup, Lift, Swimming Pool, CCTV",10848.0,14919.0,10630092.0,16329.0,11634318.0,0.055,584655.0,30000.0,16743.0,17907.0,1.89,1,1,1
101071,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.2,3,1069.1,9,Regional Builders Ltd,0.5,Tier3,1,PREG96236,8,"Lift, Landscaped Garden, Children's Play Area, Swimming Pool, Clubhouse, Jogging Track, Indoor Games Room, Visitor Parking",11641.0,12791.0,13675272.0,13251.0,14167384.0,0.055,752140.0,30000.0,27323.0,27762.0,2.4,0,1,1
101072,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.19,3,623.5,12,Local Developer Co,0.55,Tier3,1,PREG98098,11,"Indoor Games Room, Swimming Pool, Clubhouse, Gymnasium, Lift, Landscaped Garden, CCTV, Jogging Track, Power Backup, Children's Play Area, 24/7 Security",11837.0,15898.0,9911888.0,16544.0,10314544.0,0.055,545154.0,30000.0,19238.0,19085.0,2.33,1,1,1
101073,Bangalore,HSR Layout,560102,Tier1,mid-premium,Penthouse,1.3,3,2130.7,1,Godrej Properties,0.93,Tier1,1,PREG31199,9,"Visitor Parking, 24/7 Security, Clubhouse, CCTV, Lift, Gymnasium, Jogging Track, Indoor Games Room, Swimming Pool",10813.0,24380.0,51947677.0,26986.0,57500246.0,0.055,2857122.0,30000.0,98742.0,99482.0,2.28,0,1,1
101074,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.29,1,683.9,9,Puravankara,0.8,Tier2,1,PREG65993,12,"Indoor Games Room, Power Backup, Swimming Pool, 24/7 Security, Visitor Parking, Jogging Track, Landscaped Garden, CCTV, Gymnasium, Children's Play Area, Lift, Clubhouse",9925.0,14252.0,9746358.0,15883.0,10861916.0,0.055,536050.0,30000.0,16505.0,16249.0,2.03,1,1,1
101075,Bangalore,HSR Layout,560102,Tier1,mid-premium,Studio/1RK,1.36,1,396.4,18,Prestige Group,0.92,Tier1,1,PREG48676,11,"Clubhouse, Visitor Parking, Indoor Games Room, Jogging Track, CCTV, 24/7 Security, Swimming Pool, Children's Play Area, Landscaped Garden, Lift, Gymnasium",10172.0,14084.0,5583298.0,14651.0,5808088.0,0.055,307081.0,30000.0,11896.0,12256.0,2.56,1,1,1
101076,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.37,1,766.6,24,Sobha Ltd,0.91,Tier1,1,PREG16068,12,"Children's Play Area, 24/7 Security, Landscaped Garden, Jogging Track, Lift, Gymnasium, Swimming Pool, Visitor Parking, CCTV, Power Backup, Clubhouse, Indoor Games Room",11073.0,14312.0,10971085.0,14129.0,10830563.0,0.055,603410.0,30000.0,20670.0,20975.0,2.26,1,1,1
101077,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.58,3,1466.9,22,DLF Ltd,0.92,Tier1,1,PREG29120,5,"Gymnasium, Swimming Pool, Jogging Track, Visitor Parking, 24/7 Security",10083.0,12410.0,18204901.0,12203.0,17901480.0,0.055,1001270.0,30000.0,40999.0,45044.0,2.7,1,0,1
101078,Bangalore,HSR Layout,560102,Tier1,mid-premium,Studio/1RK,1.27,1,336.2,24,Brigade Group,0.88,Tier1,1,PREG64796,4,"Jogging Track, Landscaped Garden, Indoor Games Room, Gymnasium",13724.0,17810.0,5987853.0,18747.0,6302793.0,0.055,329332.0,30000.0,12669.0,12253.0,2.54,1,0,1
101079,Bangalore,HSR Layout,560102,Tier1,mid-premium,Row House,1.41,3,2176.6,9,Runwal Group,0.78,Tier2,1,PREG85192,2,"Landscaped Garden, Power Backup",10684.0,16661.0,36264116.0,18613.0,40513034.0,0.055,1994526.0,30000.0,58470.0,63662.0,1.93,1,0,1
101080,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.68,3,1365.7,14,Local Developer Co,0.55,Tier3,0,,9,"Landscaped Garden, Clubhouse, Power Backup, Lift, Children's Play Area, Visitor Parking, CCTV, 24/7 Security, Gymnasium",10970.0,14418.0,19690385.0,14281.0,19503480.0,0.055,1082971.0,30000.0,32697.0,35913.0,1.99,1,1,1
101081,Bangalore,HSR Layout,560102,Tier1,mid-premium,Row House,1.59,2,1318.4,5,Prestige Group,0.92,Tier1,1,PREG48193,0,,12931.0,21591.0,28465077.0,22424.0,29562478.0,0.055,1565579.0,30000.0,53596.0,51952.0,2.26,1,0,1
101082,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.49,4,2731.8,10,Runwal Group,0.78,Tier2,1,PREG86252,1,Children's Play Area,11298.0,15132.0,41338469.0,16602.0,45353487.0,0.055,2273616.0,30000.0,86866.0,90565.0,2.52,1,0,1
101083,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.35,2,1403.9,6,Prestige Group,0.92,Tier1,1,PREG72042,12,"CCTV, Gymnasium, Swimming Pool, Indoor Games Room, Children's Play Area, Clubhouse, Power Backup, Landscaped Garden, 24/7 Security, Visitor Parking, Jogging Track, Lift",12496.0,20108.0,28229607.0,19799.0,27795504.0,0.055,1552628.0,30000.0,60417.0,63285.0,2.57,1,1,1
101084,Bangalore,HSR Layout,560102,Tier1,mid-premium,Plot/Land,1.53,0,842.6,0,Individual/Land Owner,0.6,Tier3,0,,0,,10683.0,7225.0,6087624.0,7210.0,6074544.0,0.055,334819.0,30000.0,0.0,0.0,0.0,1,0,0
101085,Bangalore,HSR Layout,560102,Tier1,mid-premium,Studio/1RK,1.52,1,327.5,9,Prestige Group,0.92,Tier1,1,PREG77027,12,"Power Backup, Clubhouse, Jogging Track, Gymnasium, Lift, Indoor Games Room, Swimming Pool, Children's Play Area, CCTV, Visitor Parking, 24/7 Security, Landscaped Garden",13394.0,19762.0,6472596.0,21567.0,7063905.0,0.055,355993.0,30000.0,11450.0,11771.0,2.12,1,1,1
101086,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.41,2,1658.5,23,Runwal Group,0.78,Tier2,1,PREG96449,1,Visitor Parking,13516.0,18016.0,29878407.0,19867.0,32949231.0,0.055,1643312.0,30000.0,63541.0,64301.0,2.55,1,0,1
101087,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.61,2,747.7,9,Godrej Properties,0.93,Tier1,1,PREG46754,8,"Indoor Games Room, Landscaped Garden, Jogging Track, CCTV, Visitor Parking, Swimming Pool, Clubhouse, Lift",11048.0,15873.0,11868746.0,15664.0,11712727.0,0.055,652781.0,30000.0,28221.0,29447.0,2.85,1,1,1
101088,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.42,2,1844.1,2,Regional Builders Ltd,0.5,Tier3,0,,1,Gymnasium,13743.0,19898.0,36694578.0,21398.0,39460862.0,0.055,2018202.0,30000.0,63980.0,64270.0,2.09,0,0,1
101089,Bangalore,HSR Layout,560102,Tier1,mid-premium,Villa,1.3,3,3020.2,17,Godrej Properties,0.93,Tier1,1,PREG58843,6,"Gymnasium, Clubhouse, CCTV, Swimming Pool, Power Backup, Lift",11763.0,20970.0,63333059.0,21295.0,64314307.0,0.055,3483318.0,30000.0,142503.0,146401.0,2.7,1,1,1
101090,Bangalore,HSR Layout,560102,Tier1,mid-premium,Plot/Land,1.31,0,983.0,0,Individual/Land Owner,0.6,Tier3,0,,0,,11733.0,8413.0,8270190.0,8513.0,8368299.0,0.055,454860.0,30000.0,0.0,0.0,0.0,1,0,0
101091,Bangalore,HSR Layout,560102,Tier1,mid-premium,Row House,1.54,3,1540.8,1,Regional Builders Ltd,0.5,Tier3,1,PREG95959,0,,13322.0,19992.0,30802529.0,20299.0,31276676.0,0.055,1694139.0,30000.0,55666.0,59069.0,2.17,1,0,1
101092,Bangalore,HSR Layout,560102,Tier1,mid-premium,Studio/1RK,1.56,1,435.9,19,Oberoi Realty,0.9,Tier1,1,PREG98986,9,"Visitor Parking, Power Backup, Swimming Pool, 24/7 Security, Landscaped Garden, Indoor Games Room, Children's Play Area, CCTV, Clubhouse",13036.0,18911.0,8243358.0,18432.0,8034341.0,0.055,453385.0,30000.0,18201.0,18611.0,2.65,1,1,1
101093,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.5,2,937.9,3,Local Developer Co,0.55,Tier3,1,PREG11201,11,"Children's Play Area, Gymnasium, 24/7 Security, Lift, Swimming Pool, Jogging Track, Clubhouse, Visitor Parking, CCTV, Indoor Games Room, Landscaped Garden",11320.0,15136.0,14195233.0,16585.0,15554486.0,0.055,780738.0,30000.0,22690.0,24400.0,1.92,0,1,1
101094,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.41,3,744.6,15,Lodha Group,0.95,Tier1,1,PREG92284,6,"Visitor Parking, Indoor Games Room, CCTV, 24/7 Security, Clubhouse, Power Backup",9953.0,13209.0,9835825.0,14546.0,10831627.0,0.055,540970.0,30000.0,22677.0,22291.0,2.77,0,1,1
101095,Bangalore,HSR Layout,560102,Tier1,mid-premium,Studio/1RK,1.46,1,322.1,1,Prestige Group,0.92,Tier1,1,PREG75173,4,"Indoor Games Room, Visitor Parking, Swimming Pool, 24/7 Security",12523.0,18589.0,5987896.0,20035.0,6453591.0,0.055,329334.0,30000.0,11071.0,11152.0,2.22,1,0,1
101096,Bangalore,HSR Layout,560102,Tier1,mid-premium,Penthouse,1.3,3,2751.2,17,Oberoi Realty,0.9,Tier1,1,PREG68610,9,"Clubhouse, Indoor Games Room, CCTV, Gymnasium, Landscaped Garden, 24/7 Security, Visitor Parking, Power Backup, Jogging Track",12381.0,25924.0,71323219.0,26263.0,72255989.0,0.055,3922777.0,30000.0,147392.0,145281.0,2.48,0,1,1
101097,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.48,3,987.2,15,DLF Ltd,0.92,Tier1,1,PREG54183,5,"Jogging Track, Gymnasium, Visitor Parking, Indoor Games Room, Children's Play Area",13410.0,16453.0,16241813.0,17728.0,17500232.0,0.055,893300.0,30000.0,32633.0,33325.0,2.41,1,0,1
101098,Bangalore,HSR Layout,560102,Tier1,mid-premium,Plot/Land,1.36,0,1116.2,0,Individual/Land Owner,0.6,Tier3,0,,0,,9846.0,7395.0,8254479.0,7437.0,8301258.0,0.055,453996.0,30000.0,0.0,0.0,0.0,0,0,0
101099,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.27,1,1411.5,8,Oberoi Realty,0.9,Tier1,1,PREG33746,11,"Children's Play Area, Power Backup, Swimming Pool, CCTV, Landscaped Garden, Clubhouse, Visitor Parking, Lift, Jogging Track, Indoor Games Room, 24/7 Security",12733.0,20227.0,28550302.0,22587.0,31880826.0,0.055,1570267.0,30000.0,53156.0,53024.0,2.23,1,1,1
101100,Bangalore,HSR Layout,560102,Tier1,mid-premium,Studio/1RK,1.2,1,304.4,24,Kolte-Patil,0.82,Tier2,1,PREG21623,5,"Visitor Parking, 24/7 Security, Swimming Pool, CCTV, Children's Play Area",10380.0,12027.0,3661257.0,12166.0,3703554.0,0.055,201369.0,30000.0,7940.0,8288.0,2.6,0,0,1
101101,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.58,1,628.1,8,Brigade Group,0.88,Tier1,1,PREG24221,12,"CCTV, Clubhouse, Landscaped Garden, Power Backup, Swimming Pool, Gymnasium, Lift, Visitor Parking, Indoor Games Room, Children's Play Area, Jogging Track, 24/7 Security",12616.0,18573.0,11665288.0,18988.0,11925746.0,0.055,641591.0,30000.0,15681.0,15624.0,1.61,0,1,1
101102,Bangalore,HSR Layout,560102,Tier1,mid-premium,Studio/1RK,1.48,1,369.9,10,Brigade Group,0.88,Tier1,1,PREG53830,3,"Clubhouse, Children's Play Area, Visitor Parking",12623.0,17485.0,6467666.0,18680.0,6909762.0,0.055,355722.0,30000.0,16769.0,16374.0,3.11,1,0,1
101103,Bangalore,HSR Layout,560102,Tier1,mid-premium,Villa,1.49,4,3592.5,20,Puravankara,0.8,Tier2,1,PREG69814,7,"Clubhouse, Children's Play Area, Landscaped Garden, Indoor Games Room, 24/7 Security, Jogging Track, Gymnasium",12992.0,21231.0,76271899.0,21058.0,75652021.0,0.055,4194954.0,30000.0,151407.0,166329.0,2.38,0,1,1
101104,Bangalore,HSR Layout,560102,Tier1,mid-premium,Independent House,1.26,3,2080.5,24,Lodha Group,0.95,Tier1,1,PREG33264,0,,11064.0,14029.0,29187175.0,14746.0,30678200.0,0.055,1605295.0,30000.0,49912.0,51102.0,2.05,1,0,1
101105,Bangalore,HSR Layout,560102,Tier1,mid-premium,Apartment,1.51,3,842.0,23,Prestige Group,0.92,Tier1,1,PREG38107,3,"Lift, Power Backup, Jogging Track",10125.0,12925.0,10882030.0,14150.0,11913614.0,0.055,598512.0,30000.0,29102.0,28886.0,3.21,1,0,1
101106,Bangalore,HSR Layout,560102,Tier1,mid-premium,Studio/1RK,1.44,1,374.6,2,Sobha Ltd,0.91,Tier1,1,PREG53021,12,"Landscaped Garden, Gymnasium, Lift, Children's Play Area, CCTV, Power Backup, 24/7 Security, Jogging Track, Swimming Pool, Visitor Parking, Clubhouse, Indoor Games Room",11080.0,19135.0,7168257.0,20354.0,7624893.0,0.055,394254.0,30000.0,13551.0,13039.0,2.27,1,1,1
101107,Bangalore,HSR Layout,560102,Tier1,mid-premium,Penthouse,1.39,3,2934.6,9,Brigade Group,0.88,Tier1,1,PREG81388,4,"Landscaped Garden, Swimming Pool, Children's Play Area, Clubhouse",10699.0,22050.0,64707547.0,24487.0,71861746.0,0.055,3558915.0,30000.0,154445.0,159498.0,2.86,1,0,1
101108,Bangalore,HSR Layout,560102,Tier1,mid-premium,Villa,1.45,3,3327.2,1,DLF Ltd,0.92,Tier1,1,PREG63026,11,"Power Backup, 24/7 Security, Clubhouse, Children's Play Area, Jogging Track, CCTV, Lift, Gymnasium, Indoor Games Room, Landscaped Garden, Swimming Pool",12110.0,26494.0,88150384.0,27402.0,91174265.0,0.055,4848271.0,30000.0,141638.0,138691.0,1.93,1,1,1
